portal,published_date,author,headline,url_link,sentiment_label,sentiment_score
Maktoobmedia,02-08-2024,Maktoob Staff,Congress moves privilege motion against Home Minister Amit Shah over Wayanad landslide claims,https://maktoobmedia.com/india/congress-moves-privilege-motion-against-home-minister-amit-shah-over-wayanad-landslide-claims/,Neutral,0.85268122
Maktoobmedia,02-08-2024,Maktoob Staff,Supreme Court rejects SIT probe into electoral bonds scheme,https://maktoobmedia.com/india/supreme-court-rejects-sit-probe-into-electoral-bonds-scheme/,Neutral,0.862572193
Maktoobmedia,02-08-2024,Maktoob Staff,"Supreme Court’s verdict on sub-classifying SCs, STs receives mixed reaction",https://maktoobmedia.com/india/supreme-courts-verdict-on-sub-classifying-scs-sts-receives-mixed-reaction/,Neutral,0.696019471
Maktoobmedia,02-08-2024,Maktoob Staff,Kerala govt’s gag order to restrict science institutions from discussing Wayanad landslide withdrawn after criticism,https://maktoobmedia.com/india/kerala-govts-gag-order-to-restrict-science-institutions-from-discussing-wayanad-landslide-withdrawn-after-criticism/,Negative,0.757917047
Maktoobmedia,02-08-2024,Maktoob Staff,"Turkey, Pakistan declare national day of mourning after Ismail Haniyeh killing",https://maktoobmedia.com/world/turkey-pakistan-declare-national-day-of-mourning-after-ismail-haniyeh-killing/,Negative,0.838397264
The News Minute,02-08-2024,Haritha John,"Wayanad landslide: A school engulfed in disaster, more than 20 of its students dead",https://www.thenewsminute.com/kerala/wayanad-landslide-a-school-engulfed-in-disaster-more-than-20-of-its-students-dead,Negative,0.97761631
The News Minute,02-08-2024,Dhanya Rajendran,How the Wayanad landslide happened| Let Me Explain with Dhanya Rajendran,https://www.thenewsminute.com/videos/let-me-explain/how-the-wayanad-landslide-happened-let-me-explain-with-dhanya-rajendran,Neutral,0.973995566
The News Minute,02-08-2024,Haritha John,"A church, mosque and temple ensure Wayanad landslide victims receive last rites with dignity",https://www.thenewsminute.com/kerala/a-church-mosque-and-temple-ensure-wayanad-landslide-victims-receive-last-rites-with-dignity-2,Neutral,0.921141386
The News Minute,02-08-2024,Korah Abraham,Wayanad landslide: Parents of missing 3-year-old cling to hope as they wait outside mortuary,https://www.thenewsminute.com/kerala/wayanad-landslide-parents-of-missing-3-year-old-cling-to-hope-as-they-wait-outside-mortuary,Neutral,0.879761338
The News Minute,02-08-2024,Haritha Manav,Wayanad landslide: Maya & Murphy from Kerala police dog squad help locate dead bodies,https://www.thenewsminute.com/kerala/wayanad-landslide-maya-murphy-from-kerala-police-dog-squad-help-locate-dead-bodies,Neutral,0.897706926
The News Minute,02-08-2024,TNM Staff,Wayanad landslide: How an elephant stood next to a woman and grandchild escaping tragedy,https://www.thenewsminute.com/kerala/wayanad-landslide-how-an-elephant-guarded-a-woman-and-her-grandchild-escaping-tragedy,Neutral,0.504184365
The News Minute,02-08-2024,TNM Staff,"Will build 100 houses for landslide victims, says Rahul Gandhi in Wayanad",https://www.thenewsminute.com/kerala/will-build-100-houses-for-landslide-victims-says-rahul-gandhi-in-wayanad,Neutral,0.910900533
The News Minute,02-08-2024,Sowmya Rajendran,Brinda review: Trisha plays a convincing cop in a serial killer thriller that falls short,https://www.thenewsminute.com/flix/brinda-review-trisha-plays-a-convincing-cop-in-a-serial-killer-thriller-that-falls-short,Neutral,0.705551207
The Wire,02-08-2024,Alan Machado,The Sarasvati River and Why the Vedas Can't Be a Lesson in Geography,https://thewire.in/history/sarasvati-river-rig-veda-ghaggar-harappa,Neutral,0.790377438
The Wire,02-08-2024,The Wire Staff,"India and Vietnam PMs Reaffirm Defence Ties, Call for Peaceful Resolution to Disputes",https://thewire.in/diplomacy/india-vietnam-prime-ministers-meeting-china,Neutral,0.847237587
National Herald,02-08-2024,Vishwadeepak,Karnataka showdown: BJP padyatra vs D.K. Shivakumar's Jan Andolan,https://www.nationalheraldindia.com/politics/karnataka-showdown-bjps-padyatra-vs-dk-shivakumars-jan-andolan,Neutral,0.965907276
National Herald,02-08-2024,PTI,Indian Ocean poised for 'disruptive' changes: Jaishankar,https://www.nationalheraldindia.com/national/indian-ocean-poised-for-disruptive-changes-jaishankar,Neutral,0.967760742
National Herald,02-08-2024,PTI,"Hockey: India stun Australia, register first Olympics win in 52 years",https://www.nationalheraldindia.com/sports/hockey-india-stun-australia-register-first-olympics-win-in-52-years,Positive,0.713502765
National Herald,02-08-2024,AJ Prabal,"No discussion on home ministry in Parliament, but why?",https://www.nationalheraldindia.com/national/no-discussion-on-home-ministry-in-parliament-but-why,Neutral,0.49822095
National Herald,02-08-2024,PTI,Olympic champions in shooting say Manu's stupendous success not surprising,https://www.nationalheraldindia.com/sports/olympic-champions-in-shooting-say-manu-bhakers-stupendous-success-not-surprising,Positive,0.695380449
National Herald,02-08-2024,PTI,4 coaching institutes offer Rs 10 lakh each to kin of 3 dead IAS aspirants,https://www.nationalheraldindia.com/national/4-coaching-institutes-offer-rs-10-lakh-each-to-kin-of-3-dead-ias-aspirants,Neutral,0.899952173
National Herald,02-08-2024,NH Business Bureau,Byju Raveendran regains control of Byju's as NCLAT endorses BCCI settlement,https://www.nationalheraldindia.com/business/byju-raveendran-regains-control-of-byjus-as-nclat-endorses-bcci-settlement,Neutral,0.622625947
National Herald,02-08-2024,Prabhat Patnaik,Budget 2024: An amazing display of perversity,https://www.nationalheraldindia.com/opinion/budget-2024-an-amazing-display-of-perversity,Neutral,0.442063928
National Herald,02-08-2024,PTI,Delhi HC transfers probe into coaching centre deaths to CBI,https://www.nationalheraldindia.com/national/delhi-high-court-transfers-probe-into-coaching-centre-deaths-to-central-bureau-of-investigation,Neutral,0.726404905
National Herald,02-08-2024,PTI,"Indore: Jobless MCA degree holder threatens to blow up Kendriya Vidyalaya, held",https://www.nationalheraldindia.com/national/jobless-mca-degree-holder-chetan-soni-threatens-to-blow-up-kendriya-vidyalaya-in-indore-arrested,Negative,0.974174738
National Herald,02-08-2024,PTI,SC rejects pleas for court-monitored SIT probe into electoral bonds scheme,https://www.nationalheraldindia.com/national/sc-rejects-pleas-for-court-monitored-sit-probe-into-electoral-bonds-scheme,Neutral,0.637247741
National Herald,02-08-2024,NH Digital,MUDA 'scam': Siddaramaiah attacks Karnataka governor over show cause notice,https://www.nationalheraldindia.com/national/you-are-acting-like-centres-puppet-to-destabilise-govt-karnataka-cm-siddaramaiah-tells-governor-on-show-cause-notice,Negative,0.94911319
National Herald,02-08-2024,IANS,Swati Maliwal assault case: Delhi HC upholds Kejriwal aide Bibhav Kumar’s arrest,https://www.nationalheraldindia.com/national/swati-maliwal-assault-case-delhi-hc-upholds-kejriwal-aide-bibhav-kumars-arrest,Neutral,0.916531444
National Herald,02-08-2024,Vishwadeepak,"Rahul Gandhi awaits 'ED raid' with chai-biscuit, open arms",https://www.nationalheraldindia.com/national/misuse-of-agencies-congress-files-adjournment-motion-in-lok-sabha-following-rahuls-ed-raid-post,Neutral,0.811624706
National Herald,02-08-2024,PTI,"Wayanad landslides a terrible tragedy, says Rahul Gandhi",https://www.nationalheraldindia.com/national/wayanad-landslides-a-terrible-tragedy-will-request-delhi-to-treat-it-differently-rahul-gandhi,Negative,0.973520041
National Herald,02-08-2024,IANS,Air India suspends Tel Aviv flights until 8 August amid West Asia tensions,https://www.nationalheraldindia.com/international/air-india-suspends-tel-aviv-flights-until-8-august-amid-west-asia-tensions,Negative,0.784575939
National Herald,02-08-2024,PTI,China ready to work with India to bridge gap between people of the two countries: Chinese diplomat,https://www.nationalheraldindia.com/national/china-ready-to-work-with-india-to-bridge-gap-between-people-of-the-two-countries-chinese-diplomat,Neutral,0.773534
National Herald,02-08-2024,PTI,Atishi orders probe into shelter home deaths in Rohini,https://www.nationalheraldindia.com/national/atishi-orders-probe-into-shelter-home-deaths-in-rohini,Neutral,0.530541778
National Herald,02-08-2024,PTI,"Didn’t cancel NEET-UG examination as there was no systematic breach, says SC",https://www.nationalheraldindia.com/national/didnt-cancel-neet-ug-examination-as-there-was-no-systematic-breach-says-sc,Neutral,0.943038881
National Herald,02-08-2024,PTI,"Kerala landslides: 201 people dead, 264 injured, says health department",https://www.nationalheraldindia.com/national/kerala-landslides-201-people-dead-264-injured-says-health-department,Negative,0.970533907
National Herald,02-08-2024,PTI,Govt must provide additional disaster management funds to states without discrimination: Kharge,https://www.nationalheraldindia.com/national/govt-must-provide-additional-disaster-management-funds-to-states-without-discrimination-kharge,Neutral,0.960353732
The Print,02-08-2024,Mayank Kumar,"BSF DG, Western Command chief repatriated prematurely to parent cadres amid Jammu infiltration surge",https://theprint.in/india/centre-repatriates-bsf-dg-its-western-command-chief-to-parent-cadres-amid-jammu-infiltration-surge/2205482/,Neutral,0.823425174
The News Minute,02-08-2024,Shivasundar,Opinion: SC order on sub-classification is historical but regressive about creamy layer,https://www.thenewsminute.com/voices/opinion-sc-order-on-sub-classification-is-historical-but-regressive-about-creamy-layer,Neutral,0.971761167
The Week,02-08-2024,Abhinav Singh,'India should read nanotechnology road map for achieving net zero commitment by 2070',https://www.The Week.in/news/sci-tech/2024/08/02/india-should-read-nanotechnology-road-map-for-achieving-net-zero-commitment-by-2070.html,Neutral,0.915723801
The Week,02-08-2024,Web Desk,'Thangalaan' villain Daniel Caltagirone hails Pa. Ranjith; says he was nervous about how Indian stars would treat him,https://www.The Week.in/news/entertainment/2024/08/02/thangalaan-review-release-updates-plot-story-actors-director-daniel-caltagirone-villain-pa-ranjith-remarks.html,Neutral,0.874663472
The Print,03-08-2024,Reuters,Goat plague scares Greek farmers still reeling from historic floods,https://theprint.in/environment/goat-plague-scares-greek-farmers-still-reeling-from-historic-floods-2/2205652/,Negative,0.825971246
Maktoobmedia,03-08-2024,Maktoob Staff,“Not a single piece of evidence…”: Delhi court acquits six Muslim men four years after arrest in 2020 pogrom cases,https://maktoobmedia.com/india/not-a-single-piece-of-evidence-delhi-court-acquits-six-muslim-men-four-years-after-arrest-in-2020-pogrom-cases/,Negative,0.796843052
The Wire,03-08-2024,Sonam Wangmo Dukpa,Ensuring That the Sacred Is Still Alive in Bhutan,https://thewire.in/culture/ensuring-that-the-sacred-is-still-alive-in-bhutan,Neutral,0.714664519
The Wire,03-08-2024,The Wire Staff,US ‘Continues to Expect Accountability From India’ For Pannun Plot: State Department,https://thewire.in/diplomacy/us-continues-to-expect-accountability-india-pannun-plot,Neutral,0.958446801
National Herald,03-08-2024,PTI,Nitish Kumar lays foundation stone for Adani Group's cement unit,https://www.nationalheraldindia.com/national/nitish-kumar-lays-foundation-stone-for-adani-groups-cement-unit,Neutral,0.964974582
National Herald,03-08-2024,PTI,End of an era: Bharatanatyam legend Yamini Krishnamurthy dies at 84,https://www.nationalheraldindia.com/art-and-culture/end-of-an-era-bharatanatyam-legend-yamini-krishnamurthy-dies-at-84,Neutral,0.635788798
National Herald,03-08-2024,PTI,ISIS commander among 3 arrested in Pakistan's Punjab province: Police,https://www.nationalheraldindia.com/national/isis-commander-among-3-arrested-in-pakistans-punjab-province-police,Negative,0.742011309
National Herald,03-08-2024,PTI,"Nothing coming out of Khelo India, say Raninder Singh, Jaspal Rana",https://www.nationalheraldindia.com/sports/nothing-coming-out-of-khelo-india-say-raninder-singh-jaspal-rana,Neutral,0.948962033
National Herald,03-08-2024,PTI,Uddhav Thackeray accuses BJP of indulging in 'power jihad'; hits out at Shah,https://www.nationalheraldindia.com/national/uddhav-thackeray-accuses-bjp-of-indulging-in-power-jihad-hits-out-at-amit-shah,Negative,0.721436501
National Herald,03-08-2024,NH Digital,Rahul Gandhi lauds Karnataka govt's announcement on construction of 100 houses,https://www.nationalheraldindia.com/national/rahul-gandhi-lauds-karnataka-govts-announcement-on-construction-of-100-houses,Positive,0.952869654
National Herald,03-08-2024,IANS,"Somalia: 38 killed, 63 wounded in terrorist attack in capital",https://www.nationalheraldindia.com/international/somalia-38-killed-63-wounded-in-terrorist-attack-in-capital,Negative,0.974406123
National Herald,03-08-2024,Herald View,What ails our railways,https://www.nationalheraldindia.com/opinion/what-ails-indian-railways,Negative,0.933087528
National Herald,03-08-2024,PTI,Paris Olympics: Deepika Kumari loses in individual archery quarterfinals,https://www.nationalheraldindia.com/national/paris-olympics-deepika-kumari-loses-in-individual-archery-quarterfinals,Neutral,0.712691665
National Herald,03-08-2024,PTI,Gyanvapi: Varanasi court to hear Hindu side's plea on Vyasji's basement on 17 August,https://www.nationalheraldindia.com/national/gyanvapi-varanasi-court-to-hear-hindu-sides-plea-on-vyasjis-basement-on-17-august,Neutral,0.978477478
National Herald,03-08-2024,PTI,Himachal cloudbursts: Rescuers spot victim under boulder in Mandi,https://www.nationalheraldindia.com/national/himachal-cloudbursts-rescuers-spot-victim-under-boulder-in-mandi-hunt-for-45-missing-continues,Neutral,0.943161666
